,ADM0_NAME,ADM1_NAME,population
2799,Jersey (U.K.),Trinity,0
2800,Jersey (U.K.),Saint Clement,0
2801,Ireland,Carlow,0
2802,Ireland,Cavan,0
2803,Ireland,Clare,0
2804,Ireland,Cork,0
2805,Ireland,Donegal,0
2806,Ireland,Dublin,0
2807,Ireland,Galway,0
2808,Ireland,Kerry,0
2809,Ireland,Kildare,0
2810,Ireland,Kilkenny,0
2811,Ireland,Laois,0
2812,Ireland,Leitrim,0
2813,Ireland,Limerick,0
2814,Ireland,Longford,0
2815,Ireland,Louth,0
2816,Ireland,Mayo,0
2817,Ireland,Meath,0
2818,Ireland,Monaghan,0
2819,Ireland,Munster,0
2820,Ireland,Offaly,0
2821,Ireland,Roscommon,0
2822,Ireland,Sligo,0
2823,Ireland,Tipperary,0
2824,Ireland,Waterford,0
2825,Ireland,Westmeath,0
2826,Ireland,Wexford,0
2827,Ireland,Wicklow,0
2828,Isle of Man (U.K.),Andreas,0
2829,Isle of Man (U.K.),Arbory,0
2830,Isle of Man (U.K.),Ballaugh,0
2831,Isle of Man (U.K.),Braddan,0
2832,Isle of Man (U.K.),Bride,0
2833,Isle of Man (U.K.),Castletown,0
2834,Isle of Man (U.K.),Douglas,0
2835,Isle of Man (U.K.),German,0
2836,Isle of Man (U.K.),Jurby,0
2837,Isle of Man (U.K.),Laxey,0
2838,Isle of Man (U.K.),Lezayre,0
2839,Isle of Man (U.K.),Lonan,0
2840,Isle of Man (U.K.),Malew,0
2841,Isle of Man (U.K.),Marown,0
2842,Isle of Man (U.K.),Maughold,0
2843,Isle of Man (U.K.),Michael,0
2844,Isle of Man (U.K.),Onchan,0
2845,Isle of Man (U.K.),Patrick,0
2846,Isle of Man (U.K.),Peel,0
2847,Isle of Man (U.K.),Port Erin,0
2848,Isle of Man (U.K.),Port St.Mary,0
2849,Isle of Man (U.K.),Ramsey,0
2850,Isle of Man (U.K.),Rushen,0
2851,Isle of Man (U.K.),Santan,0
2852,Guernsey (U.K.),Alderney,0
2853,Guernsey (U.K.),Castel,0
2854,Guernsey (U.K.),Forest,0
2855,Guernsey (U.K.),Herm,0
2856,Guernsey (U.K.),Saint Andrew,0
2857,Guernsey (U.K.),Saint Martin,0
2858,Guernsey (U.K.),Saint Peter,0
2859,Guernsey (U.K.),Saint Peter Port,0
2860,Guernsey (U.K.),Saint Sampson,0
2861,Guernsey (U.K.),Saint Saviour,0
2862,Guernsey (U.K.),Sark,0
2863,Guernsey (U.K.),Torteval,0
2864,Guernsey (U.K.),Vale,0
2865,United Kingdom,England,0
2866,United Kingdom,Northern Ireland,0
2867,United Kingdom,Scotland,0
2868,United Kingdom,Wales,0
2869,Faroe Islands (Den.),Administrative unit not available,0
2870,Finland,Aaland,0
2871,Finland,Eastern Finland,0
2872,Finland,Lapland,0
2873,Finland,Oulu,0
2874,Finland,Southern Finland,0
2875,Finland,Western Finland,0
2876,Estonia,Administrative unit not available,0
2877,Estonia,Harju maakond,0
2878,Estonia,Hiiu maakond,0
2879,Estonia,Ida-Viru maakond,0
2880,Estonia,Järva maakond,0
2881,Estonia,Jõgeva maakond,0
2882,Estonia,Lääne-Viru maakond,0
2883,Estonia,Lääne maakond,0
2884,Estonia,Pärnu maakond,0
2885,Estonia,Põlva maakond,0
2886,Estonia,Rapla maakond,0
2887,Estonia,Saare maakond,0
2888,Estonia,Tartu maakond,0
2889,Estonia,Valga maakond,0
2890,Estonia,Viljandi maakond,0
2891,Estonia,Võru maakond,0
2892,Denmark,Aarhus,0
2893,Denmark,Bornholm,0
2894,Denmark,Frederiksberg,0
2895,Denmark,Fyn,0
2896,Denmark,Nordjylland,0
2897,Denmark,Ribe,0
2898,Denmark,Ringkoebing,0
2899,Denmark,Soenderjylland,0
2900,Denmark,Storstroem,0
2901,Denmark,Vejle,0
2902,Denmark,Vestsjaelland,0
2903,Denmark,Viborg,0
2904,Denmark,Frederiksborg,0
2905,Denmark,Koebenhavn,0
2906,Denmark,Roskilde,0
2907,Madeira Islands (Por.),Ilha Da Madeira (madeira),0
2908,Madeira Islands (Por.),Ilha De Porto Santo (madeira),0
2909,FYR of Macedonia,Berovo,0
2910,FYR of Macedonia,Bitola,0
2911,FYR of Macedonia,Brod,0
2912,FYR of Macedonia,Debar,0
2913,FYR of Macedonia,Delcevo,0
2914,FYR of Macedonia,Demir Hisar,0
2915,FYR of Macedonia,Gevgelija,0
2916,FYR of Macedonia,Gostivar,0
2917,FYR of Macedonia,Kavadarci,0
2918,FYR of Macedonia,Kicevo,0
2919,FYR of Macedonia,Kocani,0
2920,FYR of Macedonia,Kratovo,0
2921,FYR of Macedonia,Kriva Palanka,0
2922,FYR of Macedonia,Krusevo,0
2923,FYR of Macedonia,Kumanovo,0
2924,FYR of Macedonia,Negotino,0
2925,FYR of Macedonia,Ohrid,0
2926,FYR of Macedonia,Prilep,0
2927,FYR of Macedonia,Probistip,0
2928,FYR of Macedonia,Radovic,0
2929,FYR of Macedonia,Resen,0
2930,FYR of Macedonia,Skopje,0
2931,FYR of Macedonia,Stip,0
2932,FYR of Macedonia,Struga,0
2933,FYR of Macedonia,Strumica,0
2934,FYR of Macedonia,Sveti Nikole,0
2935,FYR of Macedonia,Tetovo,0
2936,FYR of Macedonia,Valandovo,0
2937,FYR of Macedonia,Veles,0
2938,FYR of Macedonia,Vinica,0
2939,Montenegro,Andrijevica,0
2940,Montenegro,Bar,0
2941,Montenegro,Berane,0
2942,Montenegro,Bijelo Polje,0
2943,Montenegro,Budva,0
2944,Montenegro,Cetinje,0
2945,Montenegro,Danilovgrad,0
2946,Montenegro,Herceg Novi,0
2947,Montenegro,Kolasin,0
2948,Montenegro,Kotor,0
2949,Montenegro,Mojkovac,0
2950,Montenegro,Niksic,0
2951,Montenegro,Plav,0
2952,Montenegro,Pljevlja,0
2953,Montenegro,Pluzine,0
2954,Montenegro,Podgorica,0
2955,Montenegro,Rozaj,0
2956,Montenegro,Savnik,0
2957,Montenegro,Tivat,0
2958,Montenegro,Ulcinj,0
2959,Montenegro,Zabljak,0
2960,Azores Islands (Por.),Ilha Da Graciosa (acores),0
2961,Azores Islands (Por.),Ilha Das Flores (acores),0
2962,Azores Islands (Por.),Ilha De Santa Maria (acores),0
2963,Azores Islands (Por.),Ilha De Sao Jorge (acores),0
2964,Azores Islands (Por.),Ilha De Sao Miguel (acores),0
2965,Azores Islands (Por.),Ilha Do Corvo (acores),0
2966,Azores Islands (Por.),Ilha Do Faial (acores),0
2967,Azores Islands (Por.),Ilha Do Pico (acores),0
2968,Azores Islands (Por.),Ilha Terceira (acores),0
2969,Vatican City,Administrative unit not available,0
2970,Croatia,Bjelovar-bilogora,0
2971,Croatia,Dubrovnik-neretva,0
2972,Croatia,Grad Zagreb,0
2973,Croatia,Istra,0
2974,Croatia,Karlovac,0
2975,Croatia,Koprivnica-krizevci,0
2976,Croatia,Krapina-zagorje,0
2977,Croatia,Lika-senj,0
2978,Croatia,Medimurje,0
2979,Croatia,Osijek-baranja,0
2980,Croatia,Pozega-slavonija,0
2981,Croatia,Primorje-gorski Kota,0
2982,Croatia,Sibenik,0
2983,Croatia,Sisak-moslavina,0
2984,Croatia,Slavonski Brod-posav,0
2985,Croatia,Split-dalmatija,0
2986,Croatia,Varazdin,0
2987,Croatia,Virovitica-podravina,0
2988,Croatia,Vukovar-srijem,0
2989,Croatia,Zadar-knin,0
2990,Croatia,Zagreb,0
2991,Malta,Attard,0
2992,Malta,Balzan,0
2993,Malta,Birgu,0
2994,Malta,Birkirkara,0
2995,Malta,Birzebbugia,0
2996,Malta,Bormla,0
2997,Malta,Dingli,0
2998,Malta,Fgura,0
2999,Malta,Floriana,0
3000,Malta,Fontana,0
3001,Malta,Ghajnsielem,0
3002,Malta,Gharb,0
3003,Malta,Gharghur,0
3004,Malta,Ghasri,0
3005,Malta,Ghaxaq,0
3006,Malta,Gudja,0
3007,Malta,Gzira,0
3008,Malta,Hamrun,0
3009,Malta,Iklin,0
3010,Malta,Isla,0
3011,Malta,Kalkara,0
3012,Malta,Kercem,0
3013,Malta,Kirkop,0
3014,Malta,Lija,0
3015,Malta,Luqa,0
3016,Malta,Marsa,0
3017,Malta,Marsascala,0
3018,Malta,Marsaxlokk,0
3019,Malta,Mdina,0
3020,Malta,Mellieha,0
3021,Malta,Mgarr,0
3022,Malta,Mosta,0
3023,Malta,Mqabba,0
3024,Malta,Msida,0
3025,Malta,Munxar,0
3026,Malta,Nadur,0
3027,Malta,Naxxar,0
3028,Malta,Paola,0
3029,Malta,Pembroke,0
3030,Malta,Pieta,0
3031,Malta,Qala,0
3032,Malta,Qormi,0
3033,Malta,Qrendi,0
3034,Malta,Rabat (malta),0
3035,Malta,Rabat (victoria),0
3036,Malta,Safi,0
3037,Malta,San Giljan,0
3038,Malta,San Gwann,0
3039,Malta,San Lawrenz,0
3040,Malta,San Pawl Ii-bahar,0
3041,Malta,Sannat,0
3042,Malta,Santa Lucija,0
3043,Malta,Santa Venera,0
3044,Malta,Siggiewi,0
3045,Malta,Sliema,0
3046,Malta,Swieqi,0
3047,Malta,Ta' Xbiex,0
3048,Malta,Tarxien,0
3049,Malta,Valletta,0
3050,Malta,Xaghra,0
3051,Malta,Xewkija,0
3052,Malta,Xghajra,0
3053,Malta,Zabbar,0
3054,Malta,Zebbug (gozo),0
3055,Malta,Zebbug (malta),0
3056,Malta,Zejtun,0
3057,Malta,Zurrieq,0
3058,San Marino,Administrative unit not available,0
3059,Slovenia,Gorenjska,0
3060,Slovenia,Goriska,0
3061,Slovenia,Jugovzodna Slovenija,0
3062,Slovenia,Koroska,0
3063,Slovenia,Notranjsko-kraska,0
3064,Slovenia,Obalno-kraska,0
3065,Slovenia,Osrednjeslovenska,0
3066,Slovenia,Podravska,0
3067,Slovenia,Pomurska,0
3068,Slovenia,Savinjska,0
3069,Slovenia,Spodnjeposavska,0
3070,Slovenia,Zasavska,0
3071,Greece,Anatoliki Makedonia Kai Thraki,763
3072,Greece,Attiki,0
3073,Greece,Dytiki Ellada,0
3074,Greece,Dytiki Makedonia,0
3075,Greece,Ionioi Nisoi,0
3076,Greece,Ipeiros,0
3077,Greece,Kentriki Makedonia,0
3078,Greece,Kriti,0
3079,Greece,Peloponnisos,0
3080,Greece,Sterea Ellada,0
3081,Greece,Thessalia,0
3082,Greece,Voreio Aigaio,0
3083,Greece,Notio Aigaio,123
3084,Portugal,Aveiro,0
3085,Portugal,Beja,0
3086,Portugal,Braga,0
3087,Portugal,Braganca,0
3088,Portugal,Castelo Branco,0
3089,Portugal,Coimbra,0
3090,Portugal,Evora,0
3091,Portugal,Faro,0
3092,Portugal,Guarda,0
3093,Portugal,Leiria,0
3094,Portugal,Lisboa,0
3095,Portugal,Portalegre,0
3096,Portugal,Porto,0
3097,Portugal,Santarem,0
3098,Portugal,Setubal,0
3099,Portugal,Viana Do Castelo,0
3100,Portugal,Vila Real,0
3101,Portugal,Viseu,0
3102,Bosnia and Herzegovina,Federacija Bosne I Hercegovine,0
3103,Bosnia and Herzegovina,Republika Srpska,0
3104,Spain,Andalucía,0
3105,Spain,Aragón,0
3106,Spain,Canarias,0
3107,Spain,Cantabria,0
3108,Spain,Castilla-La Mancha,0
3109,Spain,Castilla y León,0
3110,Spain,Cataluña/Catalunya,0
3111,Spain,Ciudad Autónoma de Ceuta,0
3112,Spain,Ciudad Autónoma de Melilla,5489
3113,Spain,Comunidad de Madrid,0
3114,Spain,Comunidad Foral de Navarra,0
3115,Spain,Comunitat Valenciana,0
3116,Spain,Extremadura,0
3117,Spain,Galicia,0
3118,Spain,Illes Balears,0
3119,Spain,La Rioja,0
3120,Spain,País Vasco/Euskadi,0
3121,Spain,Principado de Asturias,0
3122,Spain,Región de Murcia,0
3123,Serbia,Borski,0
3124,Serbia,Branicevski,0
3125,Serbia,Grad Beograd,0
3126,Serbia,Jablanicki,0
3127,Serbia,Juzno-backi,0
3128,Serbia,Juzno-banatski,0
3129,Serbia,Kolubarski,0
3130,Kosovo,Kosovski,0
3131,Kosovo,Kosovsko-mitrovatski,0
3132,Kosovo,Kosovsko-pomoravski,0
3133,Serbia,Macvanski,0
3134,Serbia,Moravicki,0
3135,Serbia,Nisavski,0
3136,Serbia,Pcinjski,0
3137,Kosovo,Pecki,0
3138,Serbia,Pirotski,0
3139,Serbia,Podunavski,0
3140,Serbia,Pomoravski,0
3141,Kosovo,Prizremski,0
3142,Serbia,Rasinski,0
3143,Serbia,Raski,0
3144,Serbia,Severno-backi,0
3145,Serbia,Severno-banatski,0
3146,Serbia,Srednje-banatski,0
3147,Serbia,Sremski,0
3148,Serbia,Sumadijski,0
3149,Serbia,Toplicki,0
3150,Serbia,Zajecarski,0
3151,Serbia,Zapadno-backi,0
3152,Serbia,Zlatiborski,0
3153,Gibraltar (U.K.),Administrative unit not available,0
3154,Italy,Abruzzi,0
3155,Italy,Basilicata,0
3156,Italy,Calabria,0
3157,Italy,Campania,0
3158,Italy,Emilia-romagna,0
3159,Italy,Friuli-venezia Giulia,0
3160,Italy,Lazio,0
3161,Italy,Liguria,0
3162,Italy,Lombardia,0
3163,Italy,Marche,0
3164,Italy,Molise,0
3165,Italy,Piemonte,0
3166,Italy,Puglia,0
3167,Italy,Sardegna,0
3168,Italy,Sicilia,0
3169,Italy,Toscana,0
3170,Italy,Trentino-alto Adige,0
3171,Italy,Umbria,0
3172,Italy,Valle D'aosta,0
3173,Italy,Veneto,0
3174,Andorra,Andorra La Vella,0
3175,Andorra,Canillo,0
3176,Andorra,Encamp,0
3177,Andorra,Escaldes-engordany,0
3178,Andorra,La Massana,0
3179,Andorra,Ordino,0
3180,Andorra,Sant Julia De Loria,0
3181,Albania,Berat,0
3182,Albania,Bulqize,0
3183,Albania,Delvine,0
3184,Albania,Devoll,0
3185,Albania,Diber,0
3186,Albania,Durres,0
3187,Albania,Elbasan,0
3188,Albania,Fier,0
3189,Albania,Gjirokaster,0
3190,Albania,Gramsh,0
3191,Albania,Has,0
3192,Albania,Kavaje,0
3193,Albania,Kolonje,0
3194,Albania,Korce,0
3195,Albania,Kruje,0
3196,Albania,Kucove,0
3197,Albania,Kukes,0
3198,Albania,Kurbin,0
3199,Albania,Lezhe,0
3200,Albania,Librazhd,0
3201,Albania,Lushnje,0
3202,Albania,Malesi E Madhe,0
3203,Albania,Mallakaster,0
3204,Albania,Mat,0
3205,Albania,Mirdite,0
3206,Albania,Peqin,0
3207,Albania,Permet,0
3208,Albania,Pogradec,0
3209,Albania,Puke,0
3210,Albania,Sarande,0
3211,Albania,Shkoder,0
3212,Albania,Skrapar,0
3213,Albania,Tepelene,0
3214,Albania,Tirane,0
3215,Albania,Tropoje,0
3216,Albania,Vlore,0
3217,Monaco,Administrative unit not available,0
3218,Netherlands,Drenthe,0
3219,Netherlands,Flevoland,0
3220,Netherlands,Friesland,0
3221,Netherlands,Gelderland,0
3222,Netherlands,Groningen,0
3223,Netherlands,Limburg,0
3224,Netherlands,Noord-brabant,0
3225,Netherlands,Noord-holland,0
3226,Netherlands,Overijssel,0
3227,Netherlands,Utrecht,0
3228,Netherlands,Zeeland,0
3229,Netherlands,Zuid-holland,0
3230,Luxembourg,Diekirch,0
3231,Luxembourg,Grevenmacher,0
3232,Luxembourg,Luxembourg,0
3233,Liechtenstein,Balzers,0
3234,Liechtenstein,Eschen,0
3235,Liechtenstein,Gamprin,0
3236,Liechtenstein,Mauren,0
3237,Liechtenstein,Planken,0
3238,Liechtenstein,Ruggell,0
3239,Liechtenstein,Schaan,0
3240,Liechtenstein,Schellenberg,0
3241,Liechtenstein,Triesen,0
3242,Liechtenstein,Triesenberg,0
3243,Liechtenstein,Vaduz,0
3244,France,Alsace,0
3245,France,Aquitaine,0
3246,France,Auvergne,0
3247,France,Basse-Normandie,0
3248,France,Bourgogne,0
3249,France,Bretagne,0
3250,France,Centre,0
3251,France,Champagne-Ardenne,0
3252,France,Corse,0
3253,France,Franche-Comte,0
3254,France,Haute-Normandie,0
3255,France,Ile-de-France,0
3256,France,Languedoc-Rousillon,0
3257,France,Limousin,0
3258,France,Lorraine,0
3259,France,Midi-Pyrenees,0
3260,France,Nord-Pas-de-Calais,0
3261,France,Pays-de-la-Loire,0
3262,France,Picardie,0
3263,France,Poitou-Charentes,0
3264,France,Provence-Alpes-Cote-d'Azur,0
3265,France,Rhone-Alpes,0
3266,Germany,Baden-Wuerttemberg,0
3267,Germany,Bayern,0
3268,Germany,Berlin,0
3269,Germany,Brandenburg,0
3270,Germany,Bremen,0
3271,Germany,Hamburg,0
3272,Germany,Hessen,0
3273,Germany,Mecklenburg-Vorpommern,0
3274,Germany,Niedersachsen,0
3275,Germany,Nordrhein-Westfalen,0
3276,Germany,Rheinland-Pfalz,0
3277,Germany,Saarland,0
3278,Germany,Sachsen,0
3279,Germany,Sachsen-Anhalt,0
3280,Germany,Schleswig-Holstein,0
3281,Germany,Thueringen,0
3282,Switzerland,Aargau,0
3283,Switzerland,Appenzell Ausser-rhoden,0
3284,Switzerland,Appenzell Inner-rhoden,0
3285,Switzerland,Basel-landschaft,0
3286,Switzerland,Basel-stadt,0
3287,Switzerland,Bern,0
3288,Switzerland,Fribourg,0
3289,Switzerland,Geneve,0
3290,Switzerland,Glarus,0
3291,Switzerland,Graubunden,0
3292,Switzerland,Jura,0
3293,Switzerland,Luzern,0
3294,Switzerland,Neuchatel,0
3295,Switzerland,Nidwalden,0
3296,Switzerland,Obwalden,0
3297,Switzerland,Sankt Gallen,0
3298,Switzerland,Schaffhausen,0
3299,Switzerland,Schwyz,0
3300,Switzerland,Solothurn,0
3301,Switzerland,Thurgau,0
3302,Switzerland,Ticino,0
3303,Switzerland,Uri,0
3304,Switzerland,Valais,0
3305,Switzerland,Vaud,0
3306,Switzerland,Zug,0
3307,Switzerland,Zurich,0
3308,Belgium,Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes,0
3309,Belgium,Vlaams Gewest,0
3310,Belgium,Region wallonne,0
3311,Austria,Burgenland,0
3312,Austria,Karnten,0
3313,Austria,Niederosterreich,0
3314,Austria,Oberosterreich,0
3315,Austria,Salzburg,0
3316,Austria,Steiermark,0
3317,Austria,Tirol,0
3318,Austria,Vorarlberg,0
3319,Austria,Wien,0
3320,Norfolk Island (Aus.),Administrative unit not available,0
3321,New Zealand,Auckland,0
3322,New Zealand,Bay Of Plenty,0
3323,New Zealand,Canterbury,0
3324,New Zealand,East Cape,0
3325,New Zealand,Hawke's Bay,0
3326,New Zealand,Nelson-marlborough,0
3327,New Zealand,Northland,0
3328,New Zealand,Otago,0
3329,New Zealand,Southland,0
3330,New Zealand,Taranaki,0
3331,New Zealand,Waikato,0
3332,New Zealand,Wanganui-manawatu,0
3333,New Zealand,Wellington,0
3334,New Zealand,Westland,0
3335,Cocos (Keeling) Islands (Aus.),Administrative unit not available,0
3336,Christmas Island (Aus.),Administrative unit not available,0
3337,Australia,Australian Capital Territory,0
3338,Australia,Coral Sea Islands Territory,0
3339,Australia,New South Wales,0
3340,Australia,Northern Territory,0
3341,Australia,Other Territories,0
3342,Australia,Queensland,0
3343,Australia,South Australia,0
3344,Australia,Tasmania,0
3345,Australia,Victoria,0
3346,Australia,Western Australia,0
3347,Ashmore and Cartier Islands (Aus.),Administrative unit not available,0
3348,Papua New Guinea,Central,0
3349,Papua New Guinea,Chimbu,0
3350,Papua New Guinea,East New Britain,0
3351,Papua New Guinea,East Sepik,0
3352,Papua New Guinea,Eastern Highlands,0
3353,Papua New Guinea,Enga,0
3354,Papua New Guinea,Gulf,0
3355,Papua New Guinea,Madang,0
3356,Papua New Guinea,Manus,0
3357,Papua New Guinea,Milne Bay,0
3358,Papua New Guinea,Morobe,0
3359,Papua New Guinea,National Capital District,0
3360,Papua New Guinea,New Ireland,0
3361,Papua New Guinea,Northern,0
3362,Papua New Guinea,Northern Solomons,0
3363,Papua New Guinea,Southern Highlands,0
3364,Papua New Guinea,West New Britain,0
3365,Papua New Guinea,West Sepik,66
3366,Papua New Guinea,Western,177
3367,Papua New Guinea,Western Highlands,0
3368,Vanuatu,Malampa,0
3369,Vanuatu,Penama,0
3370,Vanuatu,Sanma,0
3371,Vanuatu,Shefa,0
3372,Vanuatu,Tafea,0
3373,Vanuatu,Torba,0
3374,Solomon Islands,Administrative unit not available,0
3375,New Caledonia (Fr.),Administrative unit not available,0
3376,Fiji,Central,0
3377,Fiji,Eastern,0
3378,Fiji,Northern,0
3379,Fiji,Western,0
3380,Northern Mariana Islands (U.S.),Administrative unit not available,0
3381,Marshall Islands,Administrative unit not available,0
3382,Nauru,Administrative unit not available,0
3383,Palau,Administrative unit not available,8
3384,Kiribati,Administrative unit not available,0
3385,Guam (U.S.),Administrative unit not available,0
3386,Federated States of Micronesia,Administrative unit not available,0
3387,Tonga,Administrative unit not available,0
3388,Samoa,Administrative unit not available,0
3389,Tuvalu,Administrative unit not available,0
3390,Wake Island (U.S.),Administrative unit not available,0
3391,Wallis and Futuna (Fr.),Administrative unit not available,0
3392,Tokelau (N.Z.),Administrative unit not available,0
3393,French Polynesia (Fr.),Administrative unit not available,0
3394,Pitcairn Islands (U.K.),Administrative unit not available,0
3395,Niue (N.Z.),Administrative unit not available,0
3396,Cook Islands (N.Z.),Administrative unit not available,0
3397,American Samoa (U.S.),Administrative unit not available,0
3398,Saint Vincent and the Grenadines,Grenadines,7488
3399,Grenada,Name Unknown,16440
3400,Grenada,Carriacou and Petite Martinique,4296
3401,Curaçao (Neth.),Administrative unit not available,153095
3402,Bonaire (Neth.),Administrative unit not available,17042
3403,Sint Eustatius (Neth.),Administrative unit not available,3716
3404,Saba (Neth.),Administrative unit not available,1829
3405,Sint Maarten (Neth.),Administrative unit not available,41011
3406,France,Administrative unit not available,450883
3407,Saint-Barthélemy (Fr.),Administrative unit not available,4701
3408,Saint-Martin (Fr.),Administrative unit not available,23760
3409,Cyprus,Sovereign Base Areas of Akrotiri and Dhekelia (U.K.),31313
3410,Cyprus,Limassol,218985
