,index,P_number,Project_Name,Approval_Year,Exit_Year,Product_Line,Country,Region,Institution,Lending_Instrument,Practice_Group,Additional_Fin,Project_Cost,Total_Sites,ACTUAL_geoloc,org_id,state,admin2,admin3,admin4,admin5,population,bbox,lat,lng,cost_per_site
14,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781139,14,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.89409839750286, 20.344164123875743], 'southwest': [41.85812380249715, 20.295835876124258]}",41.87611,20.32,67340.06734006734
15,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781144,15,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.82465399750286, 20.36024899719595], 'southwest': [41.788679402497145, 20.31197320280405]}",41.80667,20.33611,67340.06734006734
16,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781159,16,Dibër,,Komuna e Xibrit,,,0.0,{},41.46667,20.05,67340.06734006734
17,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781176,17,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.81493169750286, 20.80071119492323], 'southwest': [40.778957102497145, 20.753177605076772]}",40.79694,20.77694,67340.06734006734
18,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781182,18,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.651042897502855, 20.612597224562787], 'southwest': [40.61506830249714, 20.565180575437214]}",40.63306,20.58889,67340.06734006734
19,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781185,19,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.62993169750351, 20.713978627745288], 'southwest': [40.59395710249649, 20.666576972254713]}",40.61194,20.69028,67340.06734006734
20,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781212,20,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.542987297502854, 20.606170036587827], 'southwest': [40.50701270249714, 20.558829963412173]}",40.525,20.5825,67340.06734006734
21,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781250,21,Berat,Berat District,,,,0.0,"{'northeast': [40.64687619750351, 20.07759574429103], 'southwest': [40.61090160249649, 20.03018205570897]}",40.62889000000001,20.05389,67340.06734006734
22,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781260,22,Vlorë,Delvinë District,,,,0.0,"{'northeast': [40.02465399750285, 20.032378133682695], 'southwest': [39.98867940249714, 19.985399666317303]}",40.00667,20.00889,67340.06734006734
23,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781272,23,Berat,,Komuna e Vëndreshës,,,0.0,{},40.51667,20.116670000000006,67340.06734006734
24,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781280,24,Korçë,Rrethi i Pogradecit,,,,0.0,"{'northeast': [40.972709497502855, 20.486045742790644], 'southwest': [40.93673490249714, 20.438398657209355]}",40.95472,20.46222,67340.06734006734
25,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781326,25,Kukës,Kukës District,,,,0.0,"{'northeast': [41.92632059750286, 20.37112072449588], 'southwest': [41.89034600249715, 20.322768075504122]}",41.90833,20.34694,67340.06734006734
26,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781335,26,Korçë,Rrethi i Pogradecit,,,,0.0,"{'northeast': [40.98132059750286, 20.66299335294487], 'southwest': [40.945346002497146, 20.61534004705513]}",40.96333,20.63917,67340.06734006734
27,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781343,27,Elbasan,Rrethi i Gramshit,,,,0.0,"{'northeast': [40.85215399750285, 20.13572454202496], 'southwest': [40.81617940249714, 20.088164257975038]}",40.83417,20.11194,67340.06734006734
28,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781358,28,Kukës,Tropojë District,,Tropojë,,0.0,{},42.40417,20.16667,67340.06734006734
29,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781376,29,Elbasan,Elbasan District,,,,0.0,"{'northeast': [41.042709497502855, 20.1021821645398], 'southwest': [41.00673490249714, 20.0544844354602]}",41.02472,20.07833,67340.06734006734
30,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781382,30,Korçë,Rrethi i Pogradecit,,,,0.0,"{'northeast': [40.931320597502854, 20.576864212787026], 'southwest': [40.89534600249714, 20.529246987212975]}",40.91333,20.55306,67340.06734006734
31,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781402,31,Kukës,,,,,0.0,"{'northeast': [41.99371584875143, 20.534323153841665], 'southwest': [41.97572855124857, 20.510121246158338]}",41.98472,20.52222,67340.06734006734
32,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781416,32,Dibër,,Komuna Tomin,,,0.0,{},41.68111,20.40222,67340.06734006734
33,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781436,33,Berat,Berat District,,,,0.0,"{'northeast': [40.56121584875143, 20.03628264051942], 'southwest': [40.543228551248575, 20.01260615948058]}",40.55222,20.02444,67340.06734006734
34,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781468,34,Kukës,Kukës District,,,,0.0,"{'northeast': [42.010209497502856, 20.368374882019843], 'southwest': [41.974234902497145, 20.319958517980155]}",41.99222,20.34417,67340.06734006734
35,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781472,35,Elbasan,Rrethi i Gramshit,,,,0.0,"{'northeast': [40.902709497502855, 20.123242710242494], 'southwest': [40.86673490249714, 20.075646089757505]}",40.88472,20.09944,67340.06734006734
36,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781481,36,Gjirokastër,Rrethi i Përmetit,,,,0.0,"{'northeast': [40.393265097502855, 20.178339527119313], 'southwest': [40.35729050249714, 20.131104872880684]}",40.37528,20.15472,67340.06734006734
37,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781487,37,Dibër,Rrethi i Matit,,,,0.0,"{'northeast': [41.59493169750286, 20.075440694525817], 'southwest': [41.558957102497146, 20.02733710547418]}",41.57694,20.05139,67340.06734006734
38,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781506,38,Elbasan,Librazhd District,,,,0.0,"{'northeast': [41.02326509750286, 20.44689742176744], 'southwest': [40.987290502497146, 20.399213778232564]}",41.00528,20.42306,67340.06734006734
39,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781521,39,Elbasan,Librazhd District,,,,0.0,"{'northeast': [41.355209497502194, 20.493963005537044], 'southwest': [41.319234902497804, 20.446036994462954]}",41.33722,20.47,67340.06734006734
40,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781563,40,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.819098397502856, 20.432469103031355], 'southwest': [41.783123802497144, 20.384197496968643]}",41.80111,20.40833,67340.06734006734
41,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781580,41,Elbasan,Rrethi i Gramshit,,,,0.0,"{'northeast': [40.79409839750286, 20.26431493547234], 'southwest': [40.758123802497146, 20.216796264527662]}",40.77611,20.24056,67340.06734006734
42,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781599,42,Elbasan,Elbasan District,,,,0.0,"{'northeast': [41.11548729750285, 20.172208586092562], 'southwest': [41.07951270249714, 20.12445801390744]}",41.0975,20.14833,67340.06734006734
43,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781601,43,Dibër,Rrethi i Bulqizës,,,,0.0,"{'northeast': [41.547987297502196, 20.44764542220119], 'southwest': [41.512012702497806, 20.399576777798806]}",41.53,20.42361,67340.06734006734
44,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781621,44,Kukës,Kukës District,,,,0.0,"{'northeast': [42.05854289750285, 20.458393298789492], 'southwest': [42.02256830249714, 20.409940101210506]}",42.04056,20.43417,67340.06734006734
45,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781664,45,Kukës,Kukës District,,,,0.0,"{'northeast': [41.99798729750285, 20.630036832076136], 'southwest': [41.96201270249714, 20.581629767923864]}",41.98,20.60583,67340.06734006734
46,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781667,46,Elbasan,Elbasan District,,,,0.0,"{'northeast': [41.06993169750285, 20.07719203604583], 'southwest': [41.03395710249714, 20.029474563954167]}",41.05194,20.05333,67340.06734006734
47,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781690,47,Lezhë,Lezhë,,,,0.0,"{'northeast': [41.944098397502856, 20.212516364432553], 'southwest': [41.908123802497144, 20.164150235567448]}",41.92611,20.18833,67340.06734006734
48,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781740,48,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.645487297502854, 20.30323735742613], 'southwest': [41.60951270249714, 20.25509604257387]}",41.6275,20.27917,67340.06734006734
49,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781778,49,Dibër,Rrethi i Matit,,,,0.0,"{'northeast': [41.701598397502856, 20.043258349803633], 'southwest': [41.665623802497144, 19.995075050196366]}",41.68361,20.019170000000006,67340.06734006734
50,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781795,50,Elbasan,Librazhd District,,,,0.0,"{'northeast': [41.10826509750286, 20.600261559774882], 'southwest': [41.07229050249715, 20.55251624022512]}",41.09028,20.57639,67340.06734006734
51,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781798,51,Berat,Berat District,,,,0.0,"{'northeast': [40.75076509750286, 20.063188244836702], 'southwest': [40.714790502497145, 20.0157005551633]}",40.73278,20.03944,67340.06734006734
52,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781864,52,Elbasan,,Komuna e Qukësit,,,0.0,{},41.06667,20.46667,67340.06734006734
53,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781924,53,Korçë,Rrethi i Pogradecit,,,,0.0,"{'northeast': [41.00409839750286, 20.526334886334915], 'southwest': [40.968123802497146, 20.478665113665087]}",40.98611,20.5025,67340.06734006734
54,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781927,54,Korçë,Rrethi i Devollit,,,,0.0,"{'northeast': [40.71215399750285, 20.96400787071397], 'southwest': [40.67617940249714, 20.91654772928603]}",40.69417,20.94028,67340.06734006734
55,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781951,55,Berat,Rrethi i Skraparit,,,,0.0,"{'northeast': [40.50632059750286, 20.396990391446597], 'southwest': [40.470346002497145, 20.3496762085534]}",40.48833,20.37333,67340.06734006734
56,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781962,56,Elbasan,Rrethi i Gramshit,,,,0.0,"{'northeast': [40.95993169750219, 20.32243003019695], 'southwest': [40.9239571024978, 20.274792169803046]}",40.94194,20.29861,67340.06734006734
57,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781976,57,Elbasan,,Komuna e Polisit,,,0.0,{},41.13333,20.25,67340.06734006734
58,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781982,58,Gjirokastër,,Komuna e Pogonit,,,0.0,{},40.06667,20.35,67340.06734006734
59,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,781986,59,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.743820597502854, 20.861241365479643], 'southwest': [40.70784600249714, 20.813758634520354]}",40.72583,20.8375,67340.06734006734
60,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782035,60,Elbasan,Rrethi i Gramshit,,,,0.0,"{'northeast': [40.899098397502854, 20.206574810978676], 'southwest': [40.86312380249714, 20.158980789021324]}",40.88111,20.18278,67340.06734006734
61,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782037,61,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.80298729750285, 20.729873617220715], 'southwest': [40.76701270249714, 20.682348582779287]}",40.785,20.70611,67340.06734006734
62,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782049,62,Gjirokastër,Rrethi i Përmetit,,,,0.0,"{'northeast': [40.22743169750286, 20.44189270638257], 'southwest': [40.19145710249715, 20.39477389361743]}",40.20944,20.41833,67340.06734006734
63,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782118,63,Dibër,,Komuna e Ostrenit,,,0.0,{},41.43333,20.45,67340.06734006734
64,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782131,64,Lezhë,Rrethi i Mirditës,,,,0.0,"{'northeast': [41.851320597502855, 20.107481257290775], 'southwest': [41.815346002497144, 20.059185342709224]}",41.83333,20.08333,67340.06734006734
65,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782140,65,Elbasan,Librazhd District,,,,0.0,"{'northeast': [41.30270949750285, 20.235888103723507], 'southwest': [41.26673490249714, 20.188000696276493]}",41.28472,20.21194,67340.06734006734
66,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782155,66,Gjirokastër,Rrethi i Gjirokastrës,,,,0.0,"{'northeast': [40.15132059750285, 20.190199683923105], 'southwest': [40.11534600249714, 20.143133716076896]}",40.13333,20.16667,67340.06734006734
67,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782163,67,Korçë,Kolonjë District,,,,0.0,"{'northeast': [40.77937619750351, 20.722087368842313], 'southwest': [40.74340160249649, 20.67457923115769]}",40.76139000000001,20.69833,67340.06734006734
68,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782169,68,Gjirokastër,Rrethi i Gjirokastrës,,,,0.0,"{'northeast': [40.184653997502856, 20.07187784341678], 'southwest': [40.148679402497145, 20.02478875658322]}",40.16667,20.04833,67340.06734006734
69,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782175,69,Gjirokastër,,Komuna e Zagorit,,,0.0,{},40.18333,20.25,67340.06734006734
70,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782248,70,Elbasan,Elbasan District,,,,0.0,"{'northeast': [40.94493169750285, 20.027424619213665], 'southwest': [40.90895710249714, 19.979797580786336]}",40.92694,20.00361,67340.06734006734
71,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782250,71,Korçë,Kolonjë District,,,,0.0,"{'northeast': [40.44354289750286, 20.698079383144638], 'southwest': [40.40756830249715, 20.65080941685536]}",40.42556,20.67444,67340.06734006734
72,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782253,72,Korçë,Rrethi i Korçës,,,,0.0,"{'northeast': [40.57826509750286, 20.763960313912737], 'southwest': [40.542290502497146, 20.716595286087266]}",40.56028,20.74028,67340.06734006734
73,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782270,73,Korçë,Rrethi i Devollit,,,,0.0,"{'northeast': [40.52715399750286, 20.951997743727304], 'southwest': [40.491179402497146, 20.904668856272693]}",40.50917000000001,20.92833,67340.06734006734
74,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782321,74,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.67215399750285, 20.48935842657001], 'southwest': [41.63617940249714, 20.441197173429988]}",41.65417,20.46528,67340.06734006734
75,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782355,75,Dibër,Rrethi i Bulqizës,,,,0.0,"{'northeast': [41.41798729750351, 20.22398615337951], 'southwest': [41.38201270249649, 20.17601384662049]}",41.4,20.2,67340.06734006734
76,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782372,76,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.60687619750286, 20.50711184680322], 'southwest': [41.570901602497145, 20.45899935319678]}",41.58889,20.48306,67340.06734006734
77,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782423,77,Dibër,Rrethi i Dibrës,,,,0.0,"{'northeast': [41.70659839750286, 20.13437132331037], 'southwest': [41.67062380249715, 20.08618427668963]}",41.68861,20.11028,67340.06734006734
78,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782441,78,Gjirokastër,,,,,0.0,{},40.13333,20.16667,67340.06734006734
79,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782443,79,Elbasan,Librazhd District,,,,0.0,"{'northeast': [41.30715399750351, 20.347556435774603], 'southwest': [41.27117940249649, 20.2996657642254]}",41.28917,20.32361,67340.06734006734
80,0,P130492,ENVIRONMENTAL SERVICES PROJECT,2015,#,IBRD/IDA,Albania,ECA,WB,Lending,Environment & Natural Resources,#,20000000.0,297,782451,80,Berat,,Komuna e Lumasit,,,0.0,{},40.83333,20.0,67340.06734006734
